FIRST_NAME,LAST_NAME,DISPLAY_FIRST_LAST,BIRTHDATE,SCHOOL,COUNTRY,HEIGHT,WEIGHT,SEASON_EXP,POSITION,ROSTERSTATUS,TEAM_ID,TEAM_NAME,FROM_YEAR,TO_YEAR,DLEAGUE_FLAG,GAMES_PLAYED_FLAG,DRAFT_ROUND,DRAFT_NUMBER,GREATEST_75_FLAG
Daniel,Gafford,Daniel Gafford,1998-10-01T00:00:00,Arkansas,USA,6-10,234,4,Forward-Center,Active,1610612764,Wizards,2019,2023,Y,Y,2,38,N
Danilo,Gallinari,Danilo Gallinari,1988-08-08T00:00:00,Olimpia Milano,Italy,6-10,236,13,Forward,Active,1610612764,Wizards,2008,2023,N,Y,1,6,N
Darius,Garland,Darius Garland,2000-01-26T00:00:00,Vanderbilt,USA,6-1,192,4,Guard,Active,1610612739,Cavaliers,2019,2023,N,Y,1,5,N
Usman,Garuba,Usman Garuba,2002-03-09T00:00:00,Real Madrid,Spain,6-8,229,2,Forward,Active,1610612744,Warriors,2021,2023,Y,Y,1,23,N
Luka,Garza,Luka Garza,1998-12-27T00:00:00,Iowa,USA,6-10,243,2,Center,Active,1610612750,Timberwolves,2021,2023,Y,Y,2,52,N
Rudy,Gay,Rudy Gay,1986-08-17T00:00:00,Connecticut,USA,6-8,250,17,Forward-Guard,Active,1610612744,Warriors,2006,2023,N,Y,1,8,N
Paul,George,Paul George,1990-05-02T00:00:00,Fresno State,USA,6-8,220,13,Forward,Active,1610612746,Clippers,2010,2023,N,Y,1,10,N
Taj,Gibson,Taj Gibson,1985-06-24T00:00:00,Southern California,USA,6-9,232,14,Forward,Active,1610612764,Wizards,2009,2023,N,Y,1,26,N
Josh,Giddey,Josh Giddey,2002-10-10T00:00:00,NBA Global Academy,Australia,6-8,216,2,Guard,Active,1610612760,Thunder,2021,2023,N,Y,1,6,N
Shai,Gilgeous-Alexander,Shai Gilgeous-Alexander,1998-07-12T00:00:00,Kentucky,Canada,6-6,195,5,Guard,Active,1610612760,Thunder,2018,2023,N,Y,1,11,N
Anthony,Gill,Anthony Gill,1992-10-17T00:00:00,Virginia,USA,6-8,230,3,Forward,Active,1610612764,Wizards,2020,2023,N,Y,Undrafted,Undrafted,N
Collin,Gillespie,Collin Gillespie,1999-06-25T00:00:00,Villanova,USA,6-1,195,0,Guard,Active,1610612743,Nuggets,2022,2023,N,Y,Undrafted,Undrafted,N
Rudy,Gobert,Rudy Gobert,1992-06-26T00:00:00,Cholet,France,7-1,258,10,Center,Active,1610612750,Timberwolves,2013,2023,Y,Y,1,27,N
Jordan,Goodwin,Jordan Goodwin,1998-10-23T00:00:00,St. Louis,USA,6-3,200,2,Guard,Active,1610612756,Suns,2021,2023,Y,Y,Undrafted,Undrafted,N
Aaron,Gordon,Aaron Gordon,1995-09-16T00:00:00,Arizona,USA,6-8,235,9,Forward,Active,1610612743,Nuggets,2014,2023,N,Y,1,4,N
Eric,Gordon,Eric Gordon,1988-12-25T00:00:00,Indiana,USA,6-3,215,15,Guard,Active,1610612756,Suns,2008,2023,N,Y,1,7,N
Devonte',Graham,Devonte' Graham,1995-02-22T00:00:00,Kansas,USA,6-1,195,5,Guard,Active,1610612759,Spurs,2018,2023,Y,Y,2,34,N
Jerami,Grant,Jerami Grant,1994-03-12T00:00:00,Syracuse,USA,6-8,210,9,Forward,Active,1610612757,Trail Blazers,2014,2023,N,Y,2,39,N
AJ,Green,AJ Green,1999-09-27T00:00:00,Northern Iowa,USA,6-5,190,1,Guard,Active,1610612749,Bucks,2022,2023,Y,Y,Undrafted,Undrafted,N
Danny,Green,Danny Green,1987-06-22T00:00:00,North Carolina,USA,6-6,215,14,Guard,Active,1610612755,76ers,2009,2023,Y,Y,2,46,N
Draymond,Green,Draymond Green,1990-03-04T00:00:00,Michigan State,USA,6-6,230,11,Forward,Active,1610612744,Warriors,2012,2023,N,Y,2,35,N
JaMychal,Green,JaMychal Green,1990-06-21T00:00:00,Alabama,USA,6-9,227,10,Forward-Center,Inactive,1610612744,Warriors,2014,2022,Y,Y,Undrafted,Undrafted,N
Jalen,Green,Jalen Green,2002-02-09T00:00:00,NBA G League Ignite,USA,6-4,186,2,Guard,Active,1610612745,Rockets,2021,2023,Y,Y,1,2,N
Javonte,Green,Javonte Green,1993-07-23T00:00:00,Radford,USA,6-5,205,5,Guard,Inactive,1610612741,Bulls,2019,2022,N,Y,Undrafted,Undrafted,N
Jeff,Green,Jeff Green,1986-08-28T00:00:00,Georgetown,USA,6-8,235,15,Forward,Active,1610612745,Rockets,2007,2023,N,Y,1,5,N
Josh,Green,Josh Green,2000-11-16T00:00:00,Arizona,Australia,6-7,200,3,Guard,Active,1610612742,Mavericks,2020,2023,Y,Y,1,18,N
AJ,Griffin,AJ Griffin,2003-08-25T00:00:00,Duke,USA,6-6,220,1,Forward,Active,1610612737,Hawks,2022,2023,N,Y,1,16,N
Blake,Griffin,Blake Griffin,1989-03-16T00:00:00,Oklahoma,USA,6-9,250,14,Forward,Inactive,1610612738,Celtics,2009,2022,N,Y,1,1,N
Quentin,Grimes,Quentin Grimes,2000-05-08T00:00:00,Houston,USA,6-5,210,2,Guard,Active,1610612752,Knicks,2021,2023,N,Y,1,25,N
Rui,Hachimura,Rui Hachimura,1998-02-08T00:00:00,Gonzaga,Japan,6-8,230,4,Forward,Active,1610612747,Lakers,2019,2023,N,Y,1,9,N
Tyrese,Haliburton,Tyrese Haliburton,2000-02-29T00:00:00,Iowa State,USA,6-5,185,3,Guard,Active,1610612754,Pacers,2020,2023,N,Y,1,12,N
Jordan,Hall,Jordan Hall,2002-01-14T00:00:00,St. Joseph's (PA),USA,6-7,215,2,Guard,Inactive,0,,2022,2022,Y,Y,Undrafted,Undrafted,N
R.J.,Hampton,R.J. Hampton,2001-02-07T00:00:00,New Zealand Breakers,USA,6-4,175,3,Guard,Active,1610612748,Heat,2020,2023,Y,Y,1,24,N
Tim,Hardaway Jr.,Tim Hardaway Jr.,1992-03-16T00:00:00,Michigan,USA,6-5,205,10,Guard-Forward,Active,1610612742,Mavericks,2013,2023,Y,Y,1,24,N
James,Harden,James Harden,1989-08-26T00:00:00,Arizona State,USA,6-5,220,14,Guard,Active,1610612755,76ers,2009,2023,N,Y,1,3,Y
Jaden,Hardy,Jaden Hardy,2002-07-05T00:00:00,NBA G League Ignite,USA,6-3,198,1,Guard,Active,1610612742,Mavericks,2021,2023,Y,Y,2,37,N
Ron,Harper Jr.,Ron Harper Jr.,2000-04-12T00:00:00,Rutgers,USA,6-5,245,1,Forward,Active,1610612761,Raptors,2022,2023,Y,Y,Undrafted,Undrafted,N
Montrezl,Harrell,Montrezl Harrell,1994-01-26T00:00:00,Louisville,USA,6-7,240,8,Forward-Center,Active,1610612755,76ers,2015,2023,Y,Y,2,32,N
Gary,Harris,Gary Harris,1994-09-14T00:00:00,Michigan State,USA,6-4,210,9,Guard,Active,1610612753,Magic,2014,2023,N,Y,1,19,N
Joe,Harris,Joe Harris,1991-09-06T00:00:00,Virginia,USA,6-6,220,9,Guard-Forward,Active,1610612765,Pistons,2014,2023,Y,Y,2,33,N
Kevon,Harris,Kevon Harris,1997-06-24T00:00:00,Stephen F. Austin,USA,6-6,216,1,Guard,Active,1610612753,Magic,2022,2023,Y,Y,Undrafted,Undrafted,N
Tobias,Harris,Tobias Harris,1992-07-15T00:00:00,Tennessee,USA,6-7,226,12,Forward,Active,1610612755,76ers,2011,2023,N,Y,1,19,N
Josh,Hart,Josh Hart,1995-03-06T00:00:00,Villanova,USA,6-4,215,6,Guard,Active,1610612752,Knicks,2017,2023,Y,Y,1,30,N
Isaiah,Hartenstein,Isaiah Hartenstein,1998-05-05T00:00:00,Zalgiris,Germany,7-0,250,5,Center-Forward,Active,1610612752,Knicks,2018,2023,Y,Y,2,43,N
Udonis,Haslem,Udonis Haslem,1980-06-09T00:00:00,Florida,USA,6-7,235,21,Forward,Inactive,1610612748,Heat,2003,2022,N,Y,Undrafted,Undrafted,N
Sam,Hauser,Sam Hauser,1997-12-08T00:00:00,Virginia,USA,6-7,217,2,Forward,Active,1610612738,Celtics,2021,2023,Y,Y,Undrafted,Undrafted,N
Jaxson,Hayes,Jaxson Hayes,2000-05-23T00:00:00,Texas,USA,7-0,220,4,Center-Forward,Active,1610612747,Lakers,2019,2023,Y,Y,1,8,N
Killian,Hayes,Killian Hayes,2001-07-27T00:00:00,Ratiopharm Ulm,France,6-5,195,3,Guard,Active,1610612765,Pistons,2020,2023,N,Y,1,7,N
Gordon,Hayward,Gordon Hayward,1990-03-23T00:00:00,Butler,USA,6-7,225,13,Forward,Active,1610612766,Hornets,2010,2023,N,Y,1,9,N
Juancho,Hernangomez,Juancho Hernangomez,1995-09-28T00:00:00,                                   ,Spain,6-9,214,7,Forward,Inactive,0,,2016,2022,Y,Y,1,15,N
Willy,Hernangomez,Willy Hernangomez,1994-05-27T00:00:00,Cajasol Sevilla,Spain,6-11,250,8,Center-Forward,Inactive,1610612740,Pelicans,2016,2022,N,Y,2,35,N
Tyler,Herro,Tyler Herro,2000-01-20T00:00:00,Kentucky,USA,6-5,195,4,Guard,Active,1610612748,Heat,2019,2023,N,Y,1,13,N
Buddy,Hield,Buddy Hield,1992-12-17T00:00:00,Oklahoma,Bahamas,6-4,220,7,Guard,Active,1610612754,Pacers,2016,2023,N,Y,1,6,N
Haywood,Highsmith,Haywood Highsmith,1996-12-09T00:00:00,Wheeling Jesuit,USA,6-5,220,3,Forward,Active,1610612748,Heat,2018,2023,Y,Y,,,N
George,Hill,George Hill,1986-05-04T00:00:00,Indiana-Purdue Indianapolis,USA,6-4,188,16,Guard,Inactive,1610612754,Pacers,2008,2022,N,Y,1,26,N
Malcolm,Hill,Malcolm Hill,1995-10-26T00:00:00,Illinois,USA,6-6,220,2,Forward,Active,1610612740,Pelicans,2021,2023,Y,Y,Undrafted,Undrafted,N
Aaron,Holiday,Aaron Holiday,1996-09-30T00:00:00,UCLA,USA,6-0,185,5,Guard,Active,1610612745,Rockets,2018,2023,N,Y,1,23,N
Jrue,Holiday,Jrue Holiday,1990-06-12T00:00:00,UCLA,USA,6-5,205,14,Guard,Active,1610612738,Celtics,2009,2023,N,Y,1,17,N
Justin,Holiday,Justin Holiday,1989-04-05T00:00:00,Washington,USA,6-6,180,10,Forward-Guard,Active,1610612743,Nuggets,2012,2023,Y,Y,Undrafted,Undrafted,N
Richaun,Holmes,Richaun Holmes,1993-10-15T00:00:00,Bowling Green,USA,6-8,235,8,Forward,Active,1610612742,Mavericks,2015,2023,Y,Y,2,37,N
Chet,Holmgren,Chet Holmgren,2002-05-01T00:00:00,Gonzaga,USA,7-1,195,0,Center-Forward,Active,1610612760,Thunder,2022,2023,N,Y,1,2,N
Al,Horford,Al Horford,1986-06-03T00:00:00,Florida,Dominican Republic,6-9,240,16,Center-Forward,Active,1610612738,Celtics,2007,2023,N,Y,1,3,N
Talen,Horton-Tucker,Talen Horton-Tucker,2000-11-25T00:00:00,Iowa State,USA,6-4,234,4,Guard,Active,1610612762,Jazz,2019,2023,Y,Y,2,46,N
Danuel,House Jr.,Danuel House Jr.,1993-06-07T00:00:00,Texas A&M,USA,6-6,220,7,Forward-Guard,Active,1610612755,76ers,2016,2023,Y,Y,Undrafted,Undrafted,N
Caleb,Houstan,Caleb Houstan,2003-01-09T00:00:00,Michigan,Canada,6-8,205,1,Guard,Active,1610612753,Magic,2022,2023,Y,Y,2,32,N
Trevor,Hudgins,Trevor Hudgins,1999-03-23T00:00:00,Northwest Missouri State,USA,6-0,180,1,Guard,Active,1610612745,Rockets,2022,2023,Y,Y,Undrafted,Undrafted,N
Kevin,Huerter,Kevin Huerter,1998-08-27T00:00:00,Maryland,USA,6-7,198,5,Guard-Forward,Active,1610612758,Kings,2018,2023,N,Y,1,19,N
Jay,Huff,Jay Huff,1997-08-25T00:00:00,Virginia,USA,7-1,240,2,Center,Active,1610612743,Nuggets,2021,2023,Y,Y,Undrafted,Undrafted,N
De'Andre,Hunter,De'Andre Hunter,1997-12-02T00:00:00,Virginia,USA,6-8,221,4,Forward-Guard,Active,1610612737,Hawks,2019,2023,N,Y,1,4,N
Bones,Hyland,Bones Hyland,2000-09-14T00:00:00,Virginia Commonwealth,USA,6-2,169,2,Guard,Active,1610612746,Clippers,2021,2023,N,Y,1,26,N
Serge,Ibaka,Serge Ibaka,1989-09-18T00:00:00,,Democratic Republic of the Congo,6-11,235,14,Forward,Inactive,0,,2009,2022,Y,Y,1,24,N
Andre,Iguodala,Andre Iguodala,1984-01-28T00:00:00,Arizona,USA,6-6,215,20,Guard-Forward,Inactive,1610612744,Warriors,2004,2022,N,Y,1,9,N
Joe,Ingles,Joe Ingles,1987-10-02T00:00:00,Maccabi Tel Aviv,Australia,6-9,220,9,Forward-Guard,Active,1610612753,Magic,2014,2023,N,Y,Undrafted,Undrafted,N
Brandon,Ingram,Brandon Ingram,1997-09-02T00:00:00,Duke,USA,6-8,190,7,Forward,Active,1610612740,Pelicans,2016,2023,N,Y,1,2,N
Kyrie,Irving,Kyrie Irving,1992-03-23T00:00:00,Duke,Australia,6-2,195,12,Guard,Active,1610612742,Mavericks,2011,2023,N,Y,1,1,N
Jonathan,Isaac,Jonathan Isaac,1997-10-03T00:00:00,Florida State,USA,6-10,230,4,Forward,Active,1610612753,Magic,2017,2023,Y,Y,1,6,N
Jaden,Ivey,Jaden Ivey,2002-02-13T00:00:00,Purdue,USA,6-4,195,1,Guard,Active,1610612765,Pistons,2022,2023,N,Y,1,5,N
Frank,Jackson,Frank Jackson,1998-05-04T00:00:00,Duke,USA,6-3,205,5,Guard,Inactive,0,,2017,2022,Y,Y,2,31,N
Isaiah,Jackson,Isaiah Jackson,2002-01-10T00:00:00,Kentucky,USA,6-9,205,2,Forward,Active,1610612754,Pacers,2021,2023,Y,Y,1,22,N
Justin,Jackson,Justin Jackson,1995-03-28T00:00:00,North Carolina,USA,6-8,220,6,Forward,Inactive,0,,2017,2022,Y,Y,1,15,N
Quenton,Jackson,Quenton Jackson,1998-09-15T00:00:00,Texas A&M,USA,6-5,173,1,Guard,Active,1610612741,Bulls,2022,2023,Y,Y,Undrafted,Undrafted,N
Reggie,Jackson,Reggie Jackson,1990-04-16T00:00:00,Boston College,USA,6-2,208,12,Guard,Active,1610612743,Nuggets,2011,2023,Y,Y,1,24,N
Jaren,Jackson Jr.,Jaren Jackson Jr.,1999-09-15T00:00:00,Michigan State,USA,6-10,242,5,Forward-Center,Active,1610612763,Grizzlies,2018,2023,N,Y,1,4,N
LeBron,James,LeBron James,1984-12-30T00:00:00,St. Vincent-St. Mary HS (OH),USA,6-9,250,20,Forward,Active,1610612747,Lakers,2003,2023,N,Y,1,1,Y
DaQuan,Jeffries,DaQuan Jeffries,1997-08-30T00:00:00,Tulsa,USA,6-5,222,4,Guard-Forward,Active,1610612752,Knicks,2019,2023,Y,Y,Undrafted,Undrafted,N
Ty,Jerome,Ty Jerome,1997-07-08T00:00:00,Virginia,USA,6-5,195,4,Guard-Forward,Active,1610612739,Cavaliers,2019,2023,Y,Y,1,24,N
Isaiah,Joe,Isaiah Joe,1999-07-02T00:00:00,Arkansas,USA,6-3,165,3,Guard,Active,1610612760,Thunder,2020,2023,Y,Y,2,49,N
Alize,Johnson,Alize Johnson,1996-04-22T00:00:00,Missouri State,USA,6-8,212,5,Forward,Inactive,0,,2018,2022,Y,Y,2,50,N
Cameron,Johnson,Cameron Johnson,1996-03-03T00:00:00,North Carolina,USA,6-8,210,4,Forward,Active,1610612751,Nets,2019,2023,N,Y,1,11,N
Jalen,Johnson,Jalen Johnson,2001-12-18T00:00:00,Duke,USA,6-8,219,2,Forward,Active,1610612737,Hawks,2021,2023,Y,Y,1,20,N
James,Johnson,James Johnson,1987-02-20T00:00:00,Wake Forest,USA,6-7,240,15,Forward,Inactive,1610612754,Pacers,2009,2022,Y,Y,1,16,N
Keldon,Johnson,Keldon Johnson,1999-10-11T00:00:00,Kentucky,USA,6-5,220,4,Forward-Guard,Active,1610612759,Spurs,2019,2023,Y,Y,1,29,N
Keon,Johnson,Keon Johnson,2002-03-10T00:00:00,Tennessee,USA,6-3,185,2,Guard,Active,1610612756,Suns,2021,2023,Y,Y,1,21,N
Stanley,Johnson,Stanley Johnson,1996-05-29T00:00:00,Arizona,USA,6-6,242,8,Forward-Guard,Inactive,0,,2015,2022,Y,Y,1,8,N
Nikola,Jokic,Nikola Jokic,1995-02-19T00:00:00,Mega Basket,Serbia,6-11,284,8,Center,Active,1610612743,Nuggets,2015,2023,N,Y,2,41,N
Carlik,Jones,Carlik Jones,1997-12-23T00:00:00,Louisville,USA,6-0,174,2,Guard,Active,1610612741,Bulls,2021,2023,Y,Y,Undrafted,Undrafted,N
Damian,Jones,Damian Jones,1995-06-30T00:00:00,Vanderbilt,USA,6-11,245,7,Center,Active,1610612739,Cavaliers,2016,2023,Y,Y,1,30,N
Herbert,Jones,Herbert Jones,1998-10-06T00:00:00,Alabama,USA,6-7,206,2,Forward,Active,1610612740,Pelicans,2021,2023,N,Y,2,35,N
Kai,Jones,Kai Jones,2001-01-19T00:00:00,Texas,Bahamas,6-11,221,3,Center-Forward,Inactive,1610612766,Hornets,2021,2022,Y,Y,1,19,N
Tre,Jones,Tre Jones,2000-01-08T00:00:00,Duke,USA,6-1,185,3,Guard,Active,1610612759,Spurs,2020,2023,Y,Y,2,41,N
Tyus,Jones,Tyus Jones,1996-05-10T00:00:00,Duke,USA,6-2,196,8,Guard,Active,1610612764,Wizards,2015,2023,Y,Y,1,24,N
Derrick,Jones Jr.,Derrick Jones Jr.,1997-02-15T00:00:00,UNLV,USA,6-6,210,7,Forward,Active,1610612742,Mavericks,2016,2023,Y,Y,Undrafted,Undrafted,N
DeAndre,Jordan,DeAndre Jordan,1988-07-21T00:00:00,Texas A&M,USA,6-11,265,15,Center,Active,1610612743,Nuggets,2008,2023,N,Y,2,35,N
Cory,Joseph,Cory Joseph,1991-08-20T00:00:00,Texas,Canada,6-3,200,12,Guard,Active,1610612744,Warriors,2011,2023,Y,Y,1,29,N
Nikola,Jovic,Nikola Jovic,2003-06-09T00:00:00,                                   ,Serbia,6-10,205,1,Forward,Active,1610612748,Heat,2022,2023,Y,Y,1,27,N
Johnny,Juzang,Johnny Juzang,2001-03-17T00:00:00,UCLA,USA,6-6,209,1,Guard,Active,1610612762,Jazz,2022,2023,Y,Y,Undrafted,Undrafted,N
Mfiondu,Kabengele,Mfiondu Kabengele,1997-08-14T00:00:00,Florida State,Canada,6-10,250,4,Center,Inactive,1610612738,Celtics,2019,2022,Y,Y,1,27,N
Frank,Kaminsky,Frank Kaminsky,1993-04-04T00:00:00,Wisconsin,USA,7-0,240,9,Forward-Center,Inactive,1610612745,Rockets,2015,2022,N,Y,1,9,N
Trevor,Keels,Trevor Keels,2003-08-26T00:00:00,Duke,USA,6-4,221,1,Guard,Active,1610612750,Timberwolves,2022,2023,Y,Y,2,42,N
Luke,Kennard,Luke Kennard,1996-06-24T00:00:00,Duke,USA,6-5,206,6,Guard,Active,1610612763,Grizzlies,2017,2023,Y,Y,1,12,N
Walker,Kessler,Walker Kessler,2001-07-26T00:00:00,Auburn,USA,7-0,245,1,Center,Active,1610612762,Jazz,2022,2023,N,Y,1,22,N
Braxton,Key,Braxton Key,1997-02-14T00:00:00,Virginia,USA,6-8,225,2,Forward,Active,1610612743,Nuggets,2021,2023,Y,Y,Undrafted,Undrafted,N
Louis,King,Louis King,1999-04-06T00:00:00,Oregon,USA,6-7,205,5,Forward,Inactive,1610612755,76ers,2019,2022,Y,Y,Undrafted,Undrafted,N
Corey,Kispert,Corey Kispert,1999-03-03T00:00:00,Gonzaga,USA,6-6,224,2,Forward,Active,1610612764,Wizards,2021,2023,N,Y,1,15,N
Maxi,Kleber,Maxi Kleber,1992-01-29T00:00:00,Bayern Munich,Germany,6-10,240,6,Forward,Active,1610612742,Mavericks,2017,2023,N,Y,Undrafted,Undrafted,N
Nathan,Knight,Nathan Knight,1997-09-20T00:00:00,William & Mary,USA,6-8,253,3,Forward-Center,Active,1610612752,Knicks,2020,2023,Y,Y,Undrafted,Undrafted,N
Kevin,Knox II,Kevin Knox II,1999-08-11T00:00:00,Kentucky,USA,6-7,215,5,Forward,Active,1610612757,Trail Blazers,2018,2023,N,Y,1,9,N
Christian,Koloko,Christian Koloko,2000-06-20T00:00:00,Arizona,Cameroon,7-0,230,1,Center,Active,1610612761,Raptors,2022,2023,Y,Y,2,33,N
John,Konchar,John Konchar,1996-03-22T00:00:00,Indiana-Purdue Fort Wayne,USA,6-5,210,4,Guard,Active,1610612763,Grizzlies,2019,2023,Y,Y,Undrafted,Undrafted,N
Furkan,Korkmaz,Furkan Korkmaz,1997-07-24T00:00:00,Anadolu Efes,Turkey,6-7,202,6,Guard-Forward,Active,1610612755,76ers,2017,2023,Y,Y,1,26,N
Luke,Kornet,Luke Kornet,1995-07-15T00:00:00,Vanderbilt,USA,7-2,250,6,Center-Forward,Active,1610612738,Celtics,2017,2023,Y,Y,Undrafted,Undrafted,N
Vit,Krejci,Vit Krejci,2000-06-19T00:00:00,Zaragoza,Czech Republic,6-8,195,2,Guard,Active,1610612750,Timberwolves,2021,2023,Y,Y,2,37,N
Jonathan,Kuminga,Jonathan Kuminga,2002-10-06T00:00:00,NBA G League Ignite,DRC,6-7,225,2,Forward,Active,1610612744,Warriors,2021,2023,Y,Y,1,7,N
Kyle,Kuzma,Kyle Kuzma,1995-07-24T00:00:00,Utah,USA,6-9,221,6,Forward,Active,1610612764,Wizards,2017,2023,N,Y,1,27,N
Jake,LaRavia,Jake LaRavia,2001-11-03T00:00:00,Wake Forest,USA,6-7,235,1,Forward,Active,1610612763,Grizzlies,2022,2023,Y,Y,1,19,N
Zach,LaVine,Zach LaVine,1995-03-10T00:00:00,UCLA,USA,6-5,200,9,Guard,Active,1610612741,Bulls,2014,2023,N,Y,1,13,N
Anthony,Lamb,Anthony Lamb,1998-01-20T00:00:00,Vermont,USA,6-6,227,4,Forward,Inactive,1610612744,Warriors,2020,2022,Y,Y,Undrafted,Undrafted,N
Jock,Landale,Jock Landale,1995-10-25T00:00:00,St. Mary's,Australia,6-11,255,2,Center,Active,1610612745,Rockets,2021,2023,Y,Y,Undrafted,Undrafted,N
Romeo,Langford,Romeo Langford,1999-10-25T00:00:00,Indiana,USA,6-5,216,4,Guard-Forward,Active,1610612762,Jazz,2019,2023,Y,Y,1,14,N
A.J.,Lawson,A.J. Lawson,2000-07-15T00:00:00,South Carolina,Canada,6-6,179,1,Guard,Active,1610612742,Mavericks,2022,2023,Y,Y,Undrafted,Undrafted,N
Caris,LeVert,Caris LeVert,1994-08-25T00:00:00,Michigan,USA,6-6,205,7,Guard,Active,1610612739,Cavaliers,2016,2023,N,Y,1,20,N
Damion,Lee,Damion Lee,1992-10-21T00:00:00,Drexel,USA,6-5,210,6,Guard-Forward,Active,1610612756,Suns,2017,2023,Y,Y,Undrafted,Undrafted,N
Saben,Lee,Saben Lee,1999-06-23T00:00:00,Vanderbilt,USA,6-2,183,3,Guard,Active,1610612756,Suns,2020,2023,Y,Y,2,38,N
Alex,Len,Alex Len,1993-06-16T00:00:00,Maryland,Ukraine,7-2,250,10,Center,Active,1610612758,Kings,2013,2023,N,Y,1,5,N
Kawhi,Leonard,Kawhi Leonard,1991-06-29T00:00:00,San Diego State,USA,6-7,225,11,Forward,Active,1610612746,Clippers,2011,2023,N,Y,1,15,Y
Meyers,Leonard,Meyers Leonard,1992-02-27T00:00:00,Illinois,USA,7-0,260,11,Forward-Center,Inactive,1610612749,Bucks,2012,2022,N,Y,1,11,N
Justin,Lewis,Justin Lewis,2002-04-12T00:00:00,Marquette,USA,6-7,245,0,Forward,Active,1610612741,Bulls,2022,2023,N,Y,Undrafted,Undrafted,N
Kira,Lewis Jr.,Kira Lewis Jr.,2001-04-06T00:00:00,Alabama,USA,6-1,170,3,Guard,Active,1610612740,Pelicans,2020,2023,Y,Y,1,13,N
E.J.,Liddell,E.J. Liddell,2000-12-18T00:00:00,Ohio State,USA,6-6,240,0,Forward,Active,1610612740,Pelicans,2022,2023,N,Y,2,41,N
Damian,Lillard,Damian Lillard,1990-07-15T00:00:00,Weber State,USA,6-2,195,11,Guard,Active,1610612749,Bucks,2012,2023,N,Y,1,6,Y
Nassir,Little,Nassir Little,2000-02-11T00:00:00,North Carolina,USA,6-5,220,4,Forward-Guard,Active,1610612756,Suns,2019,2023,N,Y,1,25,N
Isaiah,Livers,Isaiah Livers,1998-07-28T00:00:00,Michigan,USA,6-6,232,2,Forward,Active,1610612765,Pistons,2021,2023,Y,Y,2,42,N
Kenneth,Lofton Jr.,Kenneth Lofton Jr.,2002-08-14T00:00:00,Louisiana Tech,USA,6-6,275,1,Forward,Active,1610612763,Grizzlies,2022,2023,Y,Y,Undrafted,Undrafted,N
Kevon,Looney,Kevon Looney,1996-02-06T00:00:00,UCLA,USA,6-9,222,8,Forward,Active,1610612744,Warriors,2015,2023,Y,Y,1,30,N
Brook,Lopez,Brook Lopez,1988-04-01T00:00:00,Stanford,USA,7-1,282,15,Center,Active,1610612749,Bucks,2008,2023,N,Y,1,10,N
Robin,Lopez,Robin Lopez,1988-04-01T00:00:00,Stanford,USA,7-0,281,15,Center,Active,1610612749,Bucks,2008,2023,N,Y,1,15,N
Kevin,Love,Kevin Love,1988-09-07T00:00:00,UCLA,USA,6-8,251,15,Forward-Center,Active,1610612748,Heat,2008,2023,N,Y,1,5,N
Kyle,Lowry,Kyle Lowry,1986-03-25T00:00:00,Villanova,USA,6-0,196,17,Guard,Active,1610612748,Heat,2006,2023,N,Y,1,24,N
Trey,Lyles,Trey Lyles,1995-11-05T00:00:00,Kentucky,Canada,6-9,234,8,Forward,Active,1610612758,Kings,2015,2023,N,Y,1,12,N
Theo,Maledon,Theo Maledon,2001-06-12T00:00:00,Asvel,France,6-5,175,3,Guard,Active,1610612766,Hornets,2020,2023,Y,Y,2,34,N
Sandro,Mamukelashvili,Sandro Mamukelashvili,1999-05-23T00:00:00,Seton Hall,Georgia,6-10,240,2,Forward-Center,Active,1610612759,Spurs,2021,2023,Y,Y,2,54,N
Terance,Mann,Terance Mann,1996-10-18T00:00:00,Florida State,USA,6-5,215,4,Guard-Forward,Active,1610612746,Clippers,2019,2023,Y,Y,2,48,N
Tre,Mann,Tre Mann,2001-02-03T00:00:00,Florida,USA,6-3,178,2,Guard,Active,1610612760,Thunder,2021,2023,Y,Y,1,18,N
Boban,Marjanovic,Boban Marjanovic,1988-08-15T00:00:00,Crvena zvezda,Serbia,7-4,290,8,Center,Active,1610612745,Rockets,2015,2023,Y,Y,Undrafted,Undrafted,N
Lauri,Markkanen,Lauri Markkanen,1997-05-22T00:00:00,Arizona,Finland,7-0,240,6,Forward-Center,Active,1610612762,Jazz,2017,2023,N,Y,1,7,N
Naji,Marshall,Naji Marshall,1998-01-24T00:00:00,Xavier,USA,6-7,220,3,Forward,Active,1610612740,Pelicans,2020,2023,Y,Y,Undrafted,Undrafted,N
Caleb,Martin,Caleb Martin,1995-09-28T00:00:00,Nevada,USA,6-5,205,4,Forward,Active,1610612748,Heat,2019,2023,Y,Y,Undrafted,Undrafted,N
Cody,Martin,Cody Martin,1995-09-28T00:00:00,Nevada,USA,6-6,205,4,Forward,Active,1610612766,Hornets,2019,2023,Y,Y,2,36,N
Tyrese,Martin,Tyrese Martin,1999-03-07T00:00:00,Connecticut,USA,6-6,215,1,Guard,Active,1610612750,Timberwolves,2022,2023,Y,Y,2,51,N
Kenyon,Martin Jr.,Kenyon Martin Jr.,2001-01-06T00:00:00,IMG Academy (FL),USA,6-7,215,3,Forward,Active,1610612746,Clippers,2020,2023,Y,Y,2,52,N
